Name,URL,Cuisines,Area,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,,,2427,0
Sangam Mess,https://www.zomato.com/Chennai/sangam0mess0kammanahalli,"South Indian, Biryani, North Indian, Chinese, Seafood, Beverages","Kammanahalli, Chennai",4.2,340,4.2,3483,300,,,,
Roti Ghar Ki,https://www.zomato.com/Chennai/roti0ghar0ki010cv0raman0nagar0Chennai,North Indian,"CV Raman Nagar, Chennai",0,0,3.6,1494,100,,,,
Shahi Family Restaurant,https://www.zomato.com/Chennai/shahi0family0restaurant0ulsoor0Chennai,"North Indian, Chinese, South Indian, Biryani","Ulsoor, Chennai",3.7,417,3.6,12200,450,,,,
"Frozen Bottle 0 Milkshakes, Desserts and Ice Cream",https://www.zomato.com/Chennai/frozen0bottle0milkshakes0desserts0and0ice0cream0indiranagar0Chennai,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food","Indiranagar, Chennai",0,0,4.2,5204,200,,,,
AB's 0 Absolute Barbecues,https://www.zomato.com/Chennai/abs0absolute0barbecues0marathahalli,"North Indian, Mangalorean, BBQ, Street Food, Desserts, Salad, Beverages","Marathahalli, Chennai",4.7,14900,3.4,516,1200,,,,
Odia Dine,https://www.zomato.com/Chennai/odia0dine0airport0road,"North Indian, Odia","Old Airport Road, Chennai",3.9,147,4.1,6584,300,,,,
Motis Kitchen,https://www.zomato.com/Chennai/motis0kitchen0thippasandra,"South Indian, Kerala, Chinese, Seafood, Chettinad, North Indian","Thippasandra, Chennai",4.2,497,4.1,25200,350,,,,
Bullet Biryani,https://www.zomato.com/Chennai/bullet0biryani0indiranagar0Chennai,"Biryani, Fast Food","Indiranagar, Chennai",0,0,4,20,150,,,,
New Tandoor,https://www.zomato.com/Chennai/new0tandoor0cv0raman0nagar,"North Indian, Chinese, Mughlai, Rolls, Biryani, Seafood","CV Raman Nagar, Chennai",3.6,272,3.8,6169,600,,,,
Taj Hotel,https://www.zomato.com/Chennai/taj0hotel0shivajinagar,"Mughlai, Chinese, South Indian, North Indian","Shivajinagar, Chennai",3.5,168,4,1084,500,,,,
New Punjabi Hotel,https://www.zomato.com/Chennai/new0punjabi0hotel0indiranagar,"North Indian, Chinese","Indiranagar, Chennai",3.6,167,3.9,3478,400,,,,
Cupcake Bliss Cakes & Desserts,https://www.zomato.com/Chennai/cupcake0bliss0cakes0desserts0indiranagar0Chennai,"Bakery, Desserts","Indiranagar, Chennai",0,0,4.1,1589,300,,,,
Kailash Parbat,https://www.zomato.com/Chennai/kailash0parbat0indiranagar0Chennai,"Chinese, North Indian, Street Food, Fast Food, Desserts, Beverages","Indiranagar, Chennai",3.3,76,3.8,338,1100,,,,
EasyBites by Empire,https://www.zomato.com/Chennai/easybites0by0empire0brigade0road0Chennai,"Burger, Fast Food, Beverages","Brigade Road, Chennai",0,0,4,108,100,,,,
Kaati Zone Rolls And Wraps,https://www.zomato.com/Chennai/kaati0zone0rolls0and0wraps0indiranagar0Chennai,"Rolls, Sandwich","Indiranagar, Chennai",0,0,4,1704,150,,,,
7 Plates,https://www.zomato.com/Chennai/70plates0frazer0town,"North Indian, Mughlai, Rolls, Chinese","Frazer Town, Chennai",0,0,4.2,2732,200,,,,
Hotel Navayuga,https://www.zomato.com/Chennai/hotel0navayuga0majestic,"Andhra, Biryani","Majestic, Chennai",4.2,278,4.3,2110,300,,,,
Siddique Kabab Centre,https://www.zomato.com/Chennai/siddique0kabab0centre0frazer0town,"Mughlai, Chinese, North Indian, Rolls","Frazer Town, Chennai",4,548,4,8788,400,,,,
Auntie Fung's,https://www.zomato.com/Chennai/auntie0fungs0indiranagar0Chennai,"Asian, Thai, Vietnamese, Japanese, Indonesian, Chinese, Korean, Burmese","Indiranagar, Chennai",0,0,4.1,607,300,,,,
Moriz Nano Restaurant,https://www.zomato.com/Chennai/moriz0nano0restaurant0ulsoor,"North Indian, Chinese, Arabian, Mughlai, Fast Food, Beverages, Shake","Ulsoor, Chennai",3.2,216,3.3,1171,700,,,,
Biryani Day,https://www.zomato.com/Chennai/biryani0day0marathahalli,"North Indian, Chinese, Biryani","Marathahalli, Chennai",3.9,440,4,34400,700,,,,
Five Star Chicken & Koli Hut,https://www.zomato.com/Chennai/five0star0chicken0koli0hut0cv0raman0nagar0Chennai,"Fast Food, Kebab, Chettinad","CV Raman Nagar, Chennai",3.5,2,4.2,195,300,,,,
Just Bake,https://www.zomato.com/Chennai/just0bake010marathahalli,"Bakery, Desserts, Fast Food","Marathahalli, Chennai",3,79,3.8,106,350,,,,
Zaatar,https://www.zomato.com/Chennai/zaatar0old0madras0road0Chennai,"BBQ, Arabian, Salad, Chinese, North Indian, Mughlai, Desserts, Beverages","Old Madras Road, Chennai",4.1,677,4,10400,1000,,,,
Malabar Hotel,https://www.zomato.com/Chennai/malabar0hotel0kaggadasapura0Chennai,"Kerala, Chinese, North Indian","Kaggadasapura, Chennai",3.8,53,3.9,1596,350,,,,
Ammas Donne Biriyani House,https://www.zomato.com/Chennai/ammas0donne0biriyani0house0indiranagar0Chennai,Biryani,"Indiranagar, Chennai",0,0,3.3,1691,100,,,,
Tawakkal Mubarak Hotel,https://www.zomato.com/Chennai/tawakkal0mubarak0hotel0airport0road,"Mughlai, Biryani","Old Airport Road, Chennai",3,10,3.8,1197,350,,,,
The Red Box,https://www.zomato.com/Chennai/the0red0box0indiranagar0Chennai,"Chinese, Thai","Indiranagar, Chennai",0,0,3.8,3109,250,,,,
Biryani Blues,https://www.zomato.com/Chennai/biryani0blues0church0street0Chennai,"Biryani, Kebab, Hyderabadi","Church Street, Chennai",0,0,3.6,280,250,,,,
Aubree,https://www.zomato.com/Chennai/aubree0mg0road0Chennai,"Fast Food, Italian, Thai","MG Road, Chennai",3.4,27,4.3,371,900,,,,
The Pizza Bakery 0 Brew & Eatery,https://www.zomato.com/Chennai/the0pizza0bakery0brew0eatery0indiranagar0Chennai,"Pizza, Pasta, Italian, Continental, Fast Food, Salad, Desserts, Beverages","Indiranagar, Chennai",4.6,2547,4.2,3125,800,,,,
Momoz,https://www.zomato.com/Chennai/momoz0jeevan0bhima0nagar0Chennai,"Chinese, Momos, Burger","Jeevan Bhima Nagar, Chennai",0,0,3.4,534,200,,,,
The Dessert Zone,https://www.zomato.com/Chennai/the0dessert0zone0domlur0Chennai,"Desserts, Bakery","Domlur, Chennai",0,0,4,42,200,,,,
Nando's,https://www.zomato.com/Chennai/nandos0indiranagar,"Fast Food, Burger, Portuguese","Indiranagar, Chennai",4.5,3977,4.2,3077,800,,,,
Chef Bakers,https://www.zomato.com/Chennai/chef0bakers050marathahalli0Chennai,"Bakery, Fast Food, Pizza, Sandwich, Burger, Desserts","Marathahalli, Chennai",0,2,3.5,40,400,,,,
Bhartiya Jalpan,https://www.zomato.com/Chennai/bhartiya0jalpan0indiranagar,"North Indian, Street Food, Desserts, Beverages","Indiranagar, Chennai",4.1,1623,4,6037,350,,,,
Mainland China,https://www.zomato.com/Chennai/mainland0china0church0street,"Chinese, Asian, Seafood, Beverages","Church Street, Chennai",4.4,2134,4.4,703,1800,,,,
Hyderabad Chefs,https://www.zomato.com/Chennai/hyderabad0chefs0marathahalli,"Andhra, North Indian, Chinese, Biryani","KBR Mall, Marathahalli, Chennai",4.2,791,3.9,7210,650,,,,
Toscano,https://www.zomato.com/Chennai/toscano0church0street0Chennai,"Italian, Pizza, Salad, Continental, Desserts, Beverages","Church Street, Chennai",2.9,7,4,34,1200,,,,
Tomba Kitchens,https://www.zomato.com/Chennai/tomba0kitchens0ejipura0Chennai,"Naga, Chinese, Beverages","Ejipura, Chennai",3.9,78,4.4,931,300,,,,
NH8,https://www.zomato.com/Chennai/nh80indiranagar,"Rajasthani, North Indian","Indiranagar, Chennai",4.3,3015,3.5,1988,800,,,,
Chaatimes,https://www.zomato.com/Chennai/chaatimes0indiranagar0Chennai,Street Food,"Indiranagar, Chennai",0,0,4,1373,100,,,,
Chichaba's Taj,https://www.zomato.com/Chennai/chichabas0taj0frazer0town,"North Indian, Chinese, Desserts","Frazer Town, Chennai",4,536,4,3492,800,,,,
Lo! 0 Low Carb and Keto Foods,https://www.zomato.com/Chennai/lo0low0carb0and0keto0foods0domlur0Chennai,"Healthy Food, North Indian, Fast Food, Desserts","Domlur, Chennai",0,0,4.2,434,150,,,,
Sweet Truth 0 Cake and Desserts,https://www.zomato.com/Chennai/sweet0truth0cake0and0desserts0indiranagar0Chennai,Bakery,"Indiranagar, Chennai",0,0,3.6,610,250,,,,
Restaurant Chef Pillai,https://www.zomato.com/Chennai/restaurant0chef0pillai0whitefield0Chennai,"South Indian, Seafood, Biryani","Whitefield, Chennai",3.6,34,4.1,302,800,,,,
Venus Biryani,https://www.zomato.com/Chennai/venus0biryani0domlur,"Biryani, Chettinad","Domlur, Chennai",2.9,147,4,9316,300,,,,
Suchithra Biryani House,https://www.zomato.com/Chennai/suchithra0biryani0house0airport0road,"Biryani, Andhra, North Indian, Chinese, Mughlai","Old Airport Road, Chennai",3.9,357,4.1,2426,800,,,,
Cafe Coffee Day,https://www.zomato.com/Chennai/cafe0coffee0day0indiranagar,"Coffee, Fast Food, Desserts, Beverages","Indiranagar, Chennai",3.1,83,3.9,738,600,,,,
Burnout Cafe,https://www.zomato.com/Chennai/burnout0cafe0infantry0road0Chennai,"Fast Food, Continental, Beverages, Desserts","Infantry Road, Chennai",3.9,262,3.6,70,700,,,,
Apsara Ice Creams,https://www.zomato.com/Chennai/apsara0ice0creams0indiranagar0Chennai,"Ice Cream, Desserts","Indiranagar, Chennai",4.3,265,4.5,497,400,,,,
Momo Zone 0 The Momo Company,https://www.zomato.com/Chennai/momo0zone0the0momo0company0domlur0Chennai,"Momos, Fast Food","Domlur, Chennai",0,0,3.6,56,150,,,,
WOW! China,https://www.zomato.com/Chennai/wow0china0church0street0Chennai,"Chinese, Rolls, Desserts, Shake","Church Street, Chennai",3.8,23,3.5,512,600,,,,
Sendhoor Coffee,https://www.zomato.com/Chennai/sendhoor0coffee0jeevan0bhima0nagar0Chennai,"Beverages, Street Food","Jeevan Bhima Nagar, Chennai",4.1,0,3.7,187,200,,,,
Sri Venkateshwara Sweetmeat Stall,https://www.zomato.com/Chennai/sri0venkateshwara0sweetmeat0stall0majestic,"Mithai, Street Food, Fast Food, North Indian","Majestic, Chennai",4,99,4.4,428,400,,,,
KC Das 0 Sweet Bite,https://www.zomato.com/Chennai/kc0das0sweet0bite0frazer0town,"Mithai, Street Food","Frazer Town, Chennai",3.6,35,4.3,341,300,,,,
Chung Wah,https://www.zomato.com/Chennai/chung0wah0residency0road,"Chinese, Thai, Vietnamese","Residency Road, Chennai",4,350,4.1,3853,800,,,,
Srinidhi Veg Food Court,https://www.zomato.com/Chennai/srinidhi0veg0food0court0kalyan0nagar0Chennai,"South Indian, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","Kalyan Nagar, Chennai",3.8,127,4,4398,300,,,,
Sri Srinivas Pork Hotel,https://www.zomato.com/Chennai/sri0srinivas0pork0hotel0ejipura0Chennai,Fast Food,"Ejipura, Chennai",3.5,39,3.5,1892,200,,,,
Momo Monk,https://www.zomato.com/Chennai/momo0monk010jeevan0bhima0nagar0Chennai,Momos,"Jeevan Bhima Nagar, Chennai",0,0,4.3,629,150,,,,
Cream Stone,https://www.zomato.com/Chennai/cream0stone0domlur0Chennai,"Ice Cream, Desserts, Beverages, Shake","Domlur, Chennai",0,0,4.2,461,150,,,,
TrueCakes,https://www.zomato.com/Chennai/truecakes0kammanahalli0Chennai,Bakery,"Kammanahalli, Chennai",0,0,4,58,300,,,,
Sri Banashankari Donne Biriyani,https://www.zomato.com/Chennai/sri0banashankari0donne0biriyani0banaswadi,"Biryani, South Indian, Seafood","Banaswadi, Chennai",3.6,82,3.6,6387,300,,,,
BigBites,https://www.zomato.com/Chennai/bigbites0indiranagar0Chennai,"Momos, Fast Food","Indiranagar, Chennai",0,0,4.1,3,200,,,,
Hamza Hotel,https://www.zomato.com/Chennai/hamza0hotel0shivajinagar0Chennai,"North Indian, Chinese, Mughlai, Biryani","Shivajinagar, Chennai",3.9,306,4.1,2613,650,,,,
The Thick Shake Factory,https://www.zomato.com/Chennai/the0thick0shake0factory0indiranagar0Chennai,"Beverages, Shake","Indiranagar, Chennai",0,0,4.3,149,250,,,,
Zomoz 0 The Momo Company,https://www.zomato.com/Chennai/zomoz0the0momo0company0indiranagar0Chennai,"Momos, Fast Food","Indiranagar, Chennai",0,0,4.2,528,200,,,,
Home Plate by EatFit,https://www.zomato.com/Chennai/home0plate0by0eatfit0indiranagar0Chennai,"North Indian, Beverages","Indiranagar, Chennai",0,0,3.6,13,150,,,,
Juicy,https://www.zomato.com/Chennai/juicy0airport0road,"Beverages, Juices, Desserts, Sandwich, Fast Food, Shake","Old Airport Road, Chennai",4,140,4.1,6654,400,,,,
Third Wave Coffee,https://www.zomato.com/Chennai/third0wave0coffee0indiranagar0Chennai,"Fast Food, Beverages","Indiranagar, Chennai",4.1,378,4.1,619,400,,,,
The Bengal Club,https://www.zomato.com/Chennai/the0bengal0club0domlur0Chennai,"Bengali, Biryani, Rolls","Domlur, Chennai",0,0,3.8,455,200,,,,
Srinidhi Sagar,https://www.zomato.com/Chennai/srinidhi0sagar0airport0road,"South Indian, North Indian, Chinese, Street Food, Shake","Old Airport Road, Chennai",3.8,202,3.8,4848,300,,,,
Saapaad,https://www.zomato.com/Chennai/saapaad0koramangala06th0block0Chennai,"South Indian, Biryani, Beverages","Koramangala 6th Block, Chennai",4.1,346,3.6,4269,350,,,,
Sri Ganesh Juice Junction,https://www.zomato.com/Chennai/sri0ganesh0juice0junction0koramangala05th0block0Chennai,"Beverages, Juices, Fast Food, Shake","Koramangala 5th Block, Chennai",0,0,3.8,25700,50,,,,
Bowl 99,https://www.zomato.com/Chennai/bowl0990thippasandra0Chennai,"North Indian, Mughlai, Desserts","Thippasandra, Chennai",0,0,3.3,41,300,,,,
Preethi's Biryani Hub,https://www.zomato.com/Chennai/preethis0biryani0hub0whitefield0Chennai,"Biryani, South Indian, Beverages","Whitefield, Chennai",0,0,4,2923,300,,,,
Gramin,https://www.zomato.com/Chennai/gramin0koramangala07th0block0Chennai,"North Indian, Healthy Food, Beverages, Shake","Koramangala 7th Block, Chennai",4.3,3655,4.2,5426,1000,,,,
Karama Restaurant,https://www.zomato.com/Chennai/karama0restaurant0frazer0town,"Arabian, Mughlai, Seafood, North Indian, Biryani, Shake","Frazer Town, Chennai",4.2,4094,3.8,14500,750,,,,
Hyderabadi Biryani Utsav,https://www.zomato.com/Chennai/hyderabadi0biryani0utsav0old0madras0road,"Biryani, Hyderabadi, North Indian, Chinese","Old Madras Road, Chennai",3.8,234,4,3249,500,,,,
Daily Sushi,https://www.zomato.com/Chennai/daily0sushi0old0madras0road0Chennai,"Japanese, Korean, Sushi, Asian","Old Madras Road, Chennai",0,0,4,464,200,,,,
SLAY Coffee,https://www.zomato.com/Chennai/slay0coffee0indiranagar0Chennai,"Beverages, Coffee","Indiranagar, Chennai",0,0,4.1,1279,150,,,,
Sreeraj Lassi Bar,https://www.zomato.com/Chennai/sreeraj0lassi0bar0commercial0street,"Beverages, Shake, Ice Cream, Desserts","Commercial Street, Chennai",3.8,176,4.2,589,300,,,,
New Taj Darbar,https://www.zomato.com/Chennai/new0taj0darbar0shivajinagar0Chennai,"North Indian, Chinese, Mughlai","Shivajinagar, Chennai",2.5,26,3.6,3452,300,,,,
The Filter Coffee,https://www.zomato.com/Chennai/the0filter0coffee0kalyan0nagar,"South Indian, Coffee","Kalyan Nagar, Chennai",4.3,899,4.2,5897,300,,,,
Donne Biriyanis Junction,https://www.zomato.com/Chennai/donne0biriyanis0junction0kammanahalli0Chennai,"Biryani, South Indian","Kammanahalli, Chennai",0,0,3.7,496,200,,,,
Taste Of Tibet,https://www.zomato.com/Chennai/taste0of0tibet0brigade0road,"Chinese, Street Food, Momos","Brigade Road, Chennai",4,417,4.2,1817,400,,,,
Main Lassi Shop,https://www.zomato.com/Chennai/main0lassi0shop0shivajinagar0Chennai,"Beverages, Ice Cream, Juices, Fast Food, Street Food, Sandwich, Shake","Shivajinagar, Chennai",0,0,4,7031,150,,,,
Grow Fit,https://www.zomato.com/Chennai/grow0fit010koramangala06th0block,"Healthy Food, North Indian, Thai, Desserts, Beverages","Koramangala 6th Block, Chennai",0,0,4.2,7166,250,,,,
Calcutta Victoria Chat House,https://www.zomato.com/Chennai/calcutta0victoria0chat0house0jeevan0bhima0nagar,"North Indian, Street Food, Desserts, Beverages","Jeevan Bhima Nagar, Chennai",3.1,281,3.6,2719,200,,,,
Milano Ice Cream,https://www.zomato.com/Chennai/milano0ice0cream0indiranagar,"Desserts, Ice Cream, Beverages, Shake","Indiranagar, Chennai",4.9,2582,4.3,1642,400,,,,
Kanti Bakes & Flakes,https://www.zomato.com/Chennai/kanti0bakes0flakes0old0madras0road0Chennai,"Bakery, Desserts, Mithai","Old Madras Road, Chennai",0,0,4.3,160,50,,,,
Kabab Biryani Corner,https://www.zomato.com/Chennai/kabab0biryani0corner0richmond0road0Chennai,"North Indian, South Indian, Chinese","Richmond Road, Chennai",3.2,35,3.8,1148,450,,,,
Khichdi Express,https://www.zomato.com/Chennai/khichdi0express010indiranagar0Chennai,North Indian,"Indiranagar, Chennai",0,0,4.2,935,150,,,,
Kunafa World,https://www.zomato.com/Chennai/kunafa0world0frazer0town0Chennai,Desserts,"Frazer Town, Chennai",3.9,100,4.5,707,400,,,,
Mane Holige,https://www.zomato.com/Chennai/mane0holige010koramangala06th0block0Chennai,Mithai,"Koramangala 6th Block, Chennai",0,0,4,57,200,,,,
Cafe Grill,https://www.zomato.com/Chennai/cafe0grill0jeevan0bhima0nagar,"Chinese, North Indian, Rolls","Jeevan Bhima Nagar, Chennai",4.1,416,4,10900,300,,,,
Manjit Da Dhaba,https://www.zomato.com/Chennai/manjit0da0dhaba0frazer0town,"North Indian, Desserts","Frazer Town, Chennai",4.5,830,4.3,2026,200,,,,
FB Cakes,https://www.zomato.com/Chennai/fb0cakes0btm0Chennai,"Bakery, Desserts","BTM, Chennai",0,0,3.9,81,150,,,,
Maven Kitchen,https://www.zomato.com/Chennai/maven0kitchen0ejipura0Chennai,"Chinese, North Eastern, Beverages","Ejipura, Chennai",3.8,37,4.4,1236,500,,,,
Sree Krishna Kafe,https://www.zomato.com/Chennai/sree0krishna0kafe0koramangala05th0block,"South Indian, Beverages","Koramangala 5th Block, Chennai",4.4,952,4.2,6311,350,,,,
Indiana Burgers,https://www.zomato.com/Chennai/indiana0burgers0indiranagar0Chennai,Burger,"Indiranagar, Chennai",0,0,4,3934,200,,,,
Mother's Meal,https://www.zomato.com/Chennai/mothers0meal0cv0raman0nagar,"North Indian, Chinese","CV Raman Nagar, Chennai",4,158,4.2,4016,300,,,,
Punjabi Chaap Corner,https://www.zomato.com/Chennai/punjabi0chaap0corner0indiranagar0Chennai,"North Indian, Chinese, Fast Food","Indiranagar, Chennai",4,107,3.9,625,650,,,,
Spicy Corner,https://www.zomato.com/Chennai/spicy0corner0jeevan0bhima0nagar,"Rolls, Chinese, North Indian","Jeevan Bhima Nagar, Chennai",0,0,3.9,1799,100,,,,
Srinathji's,https://www.zomato.com/Chennai/srinathjis0indiranagar,"North Indian, Chinese, Pizza, Street Food, Beverages, Fast Food, Desserts","Indiranagar, Chennai",3.7,561,4.1,2124,800,,,,
No.10 Fort Cochin,https://www.zomato.com/Chennai/no0100fort0cochin0st0marks0road0Chennai,"Seafood, Kerala, Biryani","St. Marks Road, Chennai",3.8,296,4.1,2184,800,,,,
Oh! Calcutta,https://www.zomato.com/Chennai/oh0calcutta0church0street0Chennai,"Bengali, Seafood, North Indian, Biryani, Finger Food","Church Street, Chennai",4.4,1571,4.2,1001,1500,,,,
Shiv Sagar,https://www.zomato.com/Chennai/shiv0sagar010banaswadi0Chennai,"South Indian, North Indian, Oriental, Street Food, Desserts, Beverages, Shake","Banaswadi, Chennai",3.3,4,3.4,89,300,,,,
Bombay Kulfi,https://www.zomato.com/Chennai/bombay0kulfi0banaswadi0Chennai,"Ice Cream, Desserts","Banaswadi, Chennai",0,1,4.1,177,300,,,,
Khan Saheb Grills and Rolls,https://www.zomato.com/Chennai/khan0saheb0grills0and0rolls0indiranagar,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages","Indiranagar, Chennai",4.2,1056,4,7898,500,,,,
The Brooklyn Creamery 0 Healthy Ice Cream,https://www.zomato.com/Chennai/the0brooklyn0creamery0healthy0ice0cream010indiranagar0Chennai,Ice Cream,"Indiranagar, Chennai",0,0,4.2,81,200,,,,
Mealful Rolls 0 Meals In A Roll,https://www.zomato.com/Chennai/mealful0rolls0meals0in0a0roll0indiranagar0Chennai,"Rolls, Fast Food","Indiranagar, Chennai",0,0,3.7,317,200,,,,
The Salad Studio,https://www.zomato.com/Chennai/the0salad0studio0indiranagar0Chennai,"Salad, Healthy Food","Indiranagar, Chennai",2.9,8,4.1,1046,400,,,,
Brik Oven,https://www.zomato.com/Chennai/brik0oven0indiranagar0Chennai,"Cafe, Fast Food, Italian, Desserts, Beverages","Indiranagar, Chennai",4.3,483,4,953,1000,,,,
Arun Ice Creams,https://www.zomato.com/Chennai/arun0ice0creams0shivajinagar0Chennai,"Ice Cream, Desserts","Shivajinagar, Chennai",0,0,4.3,295,50,,,,
Raghavendra Tiffin,https://www.zomato.com/Chennai/raghavendra0tiffin0koramangala01st0block0Chennai,"Chinese, South Indian","Koramangala 1st Block, Chennai",4.4,2,3.9,176,250,,,,
Maharaja Military Canteen,https://www.zomato.com/Chennai/maharaja0military0canteen0cunningham0road0Chennai,South Indian,"Cunningham Road, Chennai",0,0,3.4,16,200,,,,
Have More,https://www.zomato.com/Chennai/have0more0kammanahalli,"North Indian, Chinese, Beverages","Kammanahalli, Chennai",3.9,232,3.9,1862,700,,,,
Firangi Bake,https://www.zomato.com/Chennai/firangi0bake010indiranagar,"Italian, Mexican, Desserts","Indiranagar, Chennai",0,0,3.7,768,250,,,,
Savitha Family Restaurant,https://www.zomato.com/Chennai/savitha0family0restaurant0koramangala04th0block,"North Indian, Chinese, Seafood, Beverages, Desserts, Mughlai","Koramangala 4th Block, Chennai",3.7,287,4,20200,500,,,,
Chaitra Restaurant,https://www.zomato.com/Chennai/chaitra0restaurant0kalyan0nagar0Chennai,"North Indian, Chinese, Andhra, Biryani, Seafood, Fast Food","Kalyan Nagar, Chennai",3.4,63,3.8,4307,500,,,,
Natraj Chole Bhature,https://www.zomato.com/Chennai/natraj0chole0bhature0indiranagar0Chennai,North Indian,"Indiranagar, Chennai",3.9,24,4.2,1766,200,,,,
Punjabi Unplugged,https://www.zomato.com/Chennai/punjabi0unplugged0indiranagar0Chennai,"North Indian, Chinese","Indiranagar, Chennai",0,0,3.7,594,150,,,,
Chinese BAE,https://www.zomato.com/Chennai/chinese0bae0jeevan0bhima0nagar0Chennai,"Chinese, Seafood, Momos","Jeevan Bhima Nagar, Chennai",0,0,3.1,375,250,,,,
Fanoos Xpress,https://www.zomato.com/Chennai/fanoos0xpress0indiranagar0Chennai,"Rolls, Biryani, Fast Food, Arabian","Indiranagar, Chennai",0,0,4,50,100,,,,
