Name,URL,Cuisines,Area,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,,,2427,0
Itminaan Biryani 0 Dum Pukht,https://www.zomato.com/Chennai/itminaan0biryani0dum0pukht0koramangala06th0block0Chennai,"Biryani, Mughlai, North Indian","Koramangala 6th Block, Chennai",0,0,3.9,448,250,,,,
Nagarjuna Chimney,https://www.zomato.com/Chennai/nagarjuna0chimney0jayanagar,"Andhra, Biryani, North Indian","Jayanagar, Chennai",4.1,1119,4.2,425,600,,,,
Sri Vishnu Park,https://www.zomato.com/Chennai/sri0vishnu0park0btm,"South Indian, North Indian, Chinese, Biryani, Beverages","BTM, Chennai",3.9,273,4,20200,700,,,,
Kwality Walls Frozen Dessert and Ice Cream Shop,https://www.zomato.com/Chennai/kwality0walls0frozen0dessert0and0ice0cream0shop070hsr0Chennai,Ice Cream,"HSR, Chennai",0,0,4.3,2,100,,,,
Daily Sushi,https://www.zomato.com/Chennai/daily0sushi0hsr0Chennai,"Japanese, Korean, Sushi, Asian","HSR, Chennai",4.2,306,4.1,1041,800,,,,
Sri Venkateshwara Sweet Meat Stall,https://www.zomato.com/Chennai/sri0venkateshwara0sweet0meat0stall0jayanagar,"Mithai, Street Food, Desserts, Beverages","Jayanagar, Chennai",4,219,4.3,127,300,,,,
Gopizza,https://www.zomato.com/Chennai/gopizza010koramangala05th0block0Chennai,"Pizza, Fast Food","Koramangala 5th Block, Chennai",3.7,36,3.5,806,500,,,,
Third Wave Coffee,https://www.zomato.com/Chennai/third0wave0coffee0koramangala04th0block0Chennai,"Coffee, Cafe, Beverages, Fast Food","Koramangala 4th Block, Chennai",4.6,1512,4.1,807,400,,,,
The Good Bowl,https://www.zomato.com/Chennai/the0good0bowl0koramangala01st0block0Chennai,"North Indian, Mughlai","Koramangala 1st Block, Chennai",0,0,3.9,1464,200,,,,
Iyengars Bakery,https://www.zomato.com/Chennai/iyengars0bakery020lavelle0road0Chennai,"Bakery, Desserts, Fast Food","Lavelle Road, Chennai",0,0,3.2,170,50,,,,
Royal Biryani Kitchen,https://www.zomato.com/Chennai/royal0biryani0kitchen0btm0Chennai,"Biryani, North Indian, Mughlai, Fast Food, Beverages","BTM, Chennai",0,0,3.5,27000,150,,,,
Auntie Fung's,https://www.zomato.com/Chennai/auntie0fungs0bommanahalli0Chennai,"Asian, Chinese, Thai, Vietnamese, Japanese, Indonesian, Burmese, Korean","Bommanahalli, Chennai",0,0,3.9,371,300,,,,
New Mahesh Friends Food Corner,https://www.zomato.com/Chennai/new0mahesh0friends0food0corner0btm0Chennai,"North Indian, Chinese, Street Food","BTM, Chennai",3.5,244,3.3,20900,300,,,,
TrueCakes,https://www.zomato.com/Chennai/truecakes0btm0Chennai,"Bakery, Desserts","BTM, Chennai",0,0,4.2,1428,150,,,,
Shree Muthahalli Veg,https://www.zomato.com/Chennai/shree0muthahalli0veg0hsr,"South Indian, North Indian, Street Food, Desserts, Chinese, Beverages, Shake","HSR, Chennai",4.1,485,4,28200,300,,,,
Simplee Shawarma,https://www.zomato.com/Chennai/simplee0shawarma0btm0Chennai,"Lebanese, Fast Food","BTM, Chennai",0,0,4.1,841,200,,,,
Le Arabia,https://www.zomato.com/Chennai/le0arabia0jp0nagar0Chennai,"Arabian, North Indian, Mughlai, Chinese, Biryani, Beverages, Desserts","JP Nagar, Chennai",4.3,780,3.6,7881,1000,,,,
SL Vadapav,https://www.zomato.com/Chennai/sl0vadapav0jayanagar0Chennai,"Street Food, Fast Food","Jayanagar, Chennai",0,0,3.8,15400,50,,,,
Mumbai Xpress,https://www.zomato.com/Chennai/mumbai0xpress0koramangala05th0block0Chennai,"Fast Food, North Indian, Street Food, Beverages, Chinese, Shake","Koramangala 5th Block, Chennai",4,132,3.5,2679,350,,,,
Rolls Kitchen,https://www.zomato.com/Chennai/rolls0kitchen0langford0town0Chennai,"Rolls, Fast Food, Beverages","Langford Town, Chennai",3.3,4,4.1,2429,200,,,,
Brik Oven,https://www.zomato.com/Chennai/brik0oven0koramangala05th0block0Chennai,"Fast Food, Desserts, Beverages","Koramangala 5th Block, Chennai",3.8,41,4,772,1200,,,,
Dum Biryani Hub,https://www.zomato.com/Chennai/dum0biryani0hub0btm0Chennai,"Biryani, North Indian, Chinese, Desserts, Beverages","BTM, Chennai",3.7,145,3.5,13400,450,,,,
Natraj Chole Bhature,https://www.zomato.com/Chennai/natraj0chole0bhature0jayanagar0Chennai,"North Indian, Street Food","Jayanagar, Chennai",3.6,71,4.1,702,200,,,,
UBQ By Barbeque Nation,https://www.zomato.com/Chennai/ubq0by0barbeque0nation0koramangala01st0block0Chennai,"North Indian, Kebab, BBQ, Biryani","Koramangala 1st Block, Chennai",0,0,3.6,1650,250,,,,
Bombay Kulfi,https://www.zomato.com/Chennai/bombay0kulfi0jayanagar0Chennai,Desserts,"Jayanagar, Chennai",0,2,4.3,617,150,,,,
Bansuri Sweets,https://www.zomato.com/Chennai/bansuri0sweets0btm,"Mithai, North Indian, Street Food","BTM, Chennai",3.7,148,3.6,2137,200,,,,
Hotel Manu,https://www.zomato.com/Chennai/hotel0manu0hsr,"Kerala, South Indian, Chinese, North Indian, Biryani, Beverages","HSR, Chennai",3.8,250,3.8,18800,400,,,,
Samosa Singh,https://www.zomato.com/Chennai/samosa0singh0bommanahalli0Chennai,"Street Food, Fast Food, Tea, North Indian","Bommanahalli, Chennai",0,0,3.6,6241,150,,,,
LeanCrust Pizza 0 ThinCrust Experts,https://www.zomato.com/Chennai/leancrust0pizza0thincrust0experts0koramangala06th0block0Chennai,"Pizza, Fast Food, Beverages","Koramangala 6th Block, Chennai",0,0,4.2,257,350,,,,
SLAY Coffee,https://www.zomato.com/Chennai/slay0coffee0koramangala01st0block0Chennai,"Beverages, Coffee","Koramangala 1st Block, Chennai",0,0,4.4,3329,150,,,,
Biggies Burger,https://www.zomato.com/Chennai/biggies0burger0hsr0Chennai,"Burger, Fast Food, Beverages","HSR, Chennai",4.1,218,3.7,927,300,,,,
Charminar Biryani House,https://www.zomato.com/Chennai/charminar0biryani0house010btm0Chennai,"Biryani, North Indian","BTM, Chennai",3.6,16,4.1,2759,300,,,,
Hari Super Sandwich,https://www.zomato.com/Chennai/hari0super0sandwich0btm0Chennai,"Sandwich, Fast Food","BTM, Chennai",3.8,110,4,8015,200,,,,
IDC Kitchen,https://www.zomato.com/Chennai/idc0kitchen0koramangala05th0block0Chennai,"South Indian, Beverages","Koramangala 5th Block, Chennai",4.1,170,4.1,5661,150,,,,
The Brooklyn Creamery 0 Healthy Ice Cream,https://www.zomato.com/Chennai/the0brooklyn0creamery0healthy0ice0cream0koramangala05th0block0Chennai,Ice Cream,"Koramangala 5th Block, Chennai",0,0,4,43,200,,,,
Twiststick House,https://www.zomato.com/Chennai/twiststick0house0basavanagudi0Chennai,"Continental, Burger, Chinese, Rolls, Beverages","Basavanagudi, Chennai",4,200,4.1,3505,400,,,,
HSR High Street,https://www.zomato.com/Chennai/hsr0high0street0hsr,"North Indian, Mughlai, Chinese, Biryani","HSR, Chennai",4.1,746,4,8061,800,,,,
NH1 Bowls 0 Highway To North,https://www.zomato.com/Chennai/nh10bowls0highway0to0north0koramangala06th0block0Chennai,North Indian,"Koramangala 6th Block, Chennai",0,0,4,193,200,,,,
Mainland China,https://www.zomato.com/Chennai/mainland0china0koramangala07th0block0Chennai,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages","Koramangala 7th Block, Chennai",0,0,4,260,500,,,,
Jeni's Kitchen,https://www.zomato.com/Chennai/jenis0kitchen0bommanahalli0Chennai,"Biryani, Chinese, North Indian, Andhra, Beverages, Shake","Bommanahalli, Chennai",3.3,21,3.8,2779,400,,,,
Hungry Bird,https://www.zomato.com/Chennai/hungry0bird0btm0Chennai,"Biryani, North Indian, Chinese, Rolls, Fast Food","BTM, Chennai",3.8,106,4,6972,400,,,,
The Pastry House,https://www.zomato.com/Chennai/the0pastry0house0wilson0garden0Chennai,Bakery,"Wilson Garden, Chennai",0,0,3.9,638,100,,,,
Chinese BAE,https://www.zomato.com/Chennai/chinese0bae0btm0Chennai,"Chinese, Seafood, Momos","BTM, Chennai",0,0,3.9,2975,250,,,,
K C Das,https://www.zomato.com/Chennai/k0c0das0jp0nagar0Chennai,"Mithai, Street Food","JP Nagar, Chennai",2.7,76,3.5,126,300,,,,
Hot Momos Darjeeling Style,https://www.zomato.com/Chennai/hot0momos0darjeeling0style0koramangala05th0block0Chennai,"Chinese, Momos","Koramangala 5th Block, Chennai",0,0,4.1,2667,150,,,,
Holige Mane,https://www.zomato.com/Chennai/holige0mane0hsr0Chennai,South Indian,"HSR, Chennai",2.8,5,4.4,1513,100,,,,
Bullet Biryani,https://www.zomato.com/Chennai/bullet0biryani0koramangala06th0block0Chennai,"Biryani, Kebab, Andhra","Koramangala 6th Block, Chennai",0,0,3.7,67,150,,,,
Kachori Chowk,https://www.zomato.com/Chennai/kachori0chowk0hsr0Chennai,Street Food,"HSR, Chennai",0,0,4.1,647,100,,,,
Parkview,https://www.zomato.com/Chennai/parkview0jp0nagar,"South Indian, North Indian, Street Food, Juices, Chinese, Shake","JP Nagar, Chennai",4,171,4.2,4699,300,,,,
Sukh Sagar,https://www.zomato.com/Chennai/sukh0sagar0jayanagar,"Chinese, North Indian, Street Food, Ice Cream, Shake","Jayanagar, Chennai",3.5,171,3.3,42,700,,,,
The Lassi Corner,https://www.zomato.com/Chennai/the0lassi0corner0btm0Chennai,"Juices, Beverages, Desserts, Fast Food, Shake","BTM, Chennai",0,0,3.6,12,100,,,,
Punjabi Dhaba,https://www.zomato.com/Chennai/punjabi0dhaba0hsr0Chennai,"North Indian, Chinese, Mughlai","HSR, Chennai",3.5,157,3.8,12400,500,,,,
Punjabi Unplugged,https://www.zomato.com/Chennai/punjabi0unplugged0koramangala07th0block0Chennai,"North Indian, Chinese","Koramangala 7th Block, Chennai",4,109,3.8,2890,400,,,,
L J Iyengar Bakery,https://www.zomato.com/Chennai/l0j0iyengar0bakery0hsr,"Bakery, South Indian, Desserts, Fast Food","HSR, Chennai",0,0,4.3,477,50,,,,
Swiss Cream,https://www.zomato.com/Chennai/swiss0cream0shanti0nagar0Chennai,"Ice Cream, Beverages, Desserts, Shake, Waffle","Shanti Nagar, Chennai",0,1,3.9,458,250,,,,
Kaveri Foods Andhrastyle,https://www.zomato.com/Chennai/kaveri0foods0andhrastyle0bannerghatta0road0Chennai,"North Indian, Chinese, Biryani, Andhra, Seafood, Ice Cream","Bannerghatta Road, Chennai",0,0,3.5,4462,150,,,,
Afghani Tandoori Hub,https://www.zomato.com/Chennai/afghani0tandoori0hub0btm0Chennai,"Afghan, Biryani, Chinese, North Indian, Desserts, Beverages","BTM, Chennai",3,106,3.5,10900,400,,,,
AB's 0 Absolute Barbecues,https://www.zomato.com/Chennai/abs0absolute0barbecues0btm,"North Indian, Mangalorean, BBQ, Street Food, Desserts, Salad, Beverages","BTM, Chennai",4.7,7984,3.7,893,1200,,,,
BigBites,https://www.zomato.com/Chennai/bigbites010btm0Chennai,"Fast Food, Pizza, Momos","BTM, Chennai",0,0,4.3,258,200,,,,
Keventers Ice Cream,https://www.zomato.com/Chennai/keventers0ice0cream0koramangala07th0block0Chennai,"Ice Cream, Desserts, Shake, Beverages","Koramangala 7th Block, Chennai",0,0,4,47,200,,,,
Mr. Shawarma & Miss. Grill's,https://www.zomato.com/Chennai/mr0shawarma0miss0grills0btm0Chennai,Lebanese,"BTM, Chennai",0,0,4,449,100,,,,
Burger Seigneur,https://www.zomato.com/Chennai/burger0seigneur0st0marks0road0Chennai,"Cafe, Burger, Continental, Beverages, Desserts","St. Marks Road, Chennai",3.9,158,4.1,894,1300,,,,
Lakeview Milkbar,https://www.zomato.com/Chennai/lakeview0milkbar0mg0road,"Desserts, Cafe, Fast Food, Sandwich, Beverages, Shake","MG Road, Chennai",4,1693,4.3,626,500,,,,
Nandi Chats,https://www.zomato.com/Chennai/nandi0chats0btm,Street Food,"BTM, Chennai",3.9,106,3.9,1001,150,,,,
Brew Cafe,https://www.zomato.com/Chennai/brew0cafe020btm0Chennai,"Fast Food, Momos, Ice Cream, Desserts, Juices, Beverages","BTM, Chennai",0,2,4.2,184,350,,,,
Juice Shop,https://www.zomato.com/Chennai/juice0shop0koramangala05th0block0Chennai,"Beverages, Desserts, Ice Cream, Juices, Shake","Koramangala 5th Block, Chennai",0,0,3.8,4363,150,,,,
Eat N Drink,https://www.zomato.com/Chennai/eat0n0drink0btm,"Fast Food, Sandwich, Burger, Wraps, Rolls, Shake, Juices, Beverages","BTM, Chennai",3.7,98,4.3,370,350,,,,
Hotel Sanman,https://www.zomato.com/Chennai/hotel0sanman0basavanagudi0Chennai,South Indian,"Basavanagudi, Chennai",3.4,12,4.4,1222,100,,,,
Marwar's,https://www.zomato.com/Chennai/marwars0hsr0Chennai,"Street Food, Mithai","HSR, Chennai",0,0,4,1370,100,,,,
Garden Fresh,https://www.zomato.com/Chennai/garden0fresh0btm,"Juices, Healthy Food, Salad, Beverages, Shake","BTM, Chennai",3.8,71,4.2,3524,200,,,,
Taiki,https://www.zomato.com/Chennai/taiki0hsr0Chennai,"Japanese, Korean, Sushi, Asian","HSR, Chennai",0,0,3.6,555,450,,,,
Holige Mane Kuruk Thindi,https://www.zomato.com/Chennai/holige0mane0kuruk0thindi0bommanahalli0Chennai,"Bakery, Street Food, Fast Food","Bommanahalli, Chennai",0,0,4,63,50,,,,
Karnataka State Co0Operative Fisheries Federation Mysore,https://www.zomato.com/Chennai/karnataka0state0co0operative0fisheries0federation0mysore0jayanagar0Chennai,Seafood,"Jayanagar, Chennai",0,0,4.1,717,150,,,,
Cake Party,https://www.zomato.com/Chennai/cake0party020koramangala01st0block0Chennai,Bakery,"Koramangala 1st Block, Chennai",0,0,3.9,518,100,,,,
Marwadi Chaat Tiffin Services,https://www.zomato.com/Chennai/marwadi0chaat0tiffin0services0btm0Chennai,"North Indian, Street Food","BTM, Chennai",3.7,139,3.6,5466,250,,,,
Rampyari Chaiwala Netaji Bhajiawala,https://www.zomato.com/Chennai/rampyari0chaiwala0netaji0bhajiawala0btm0Chennai,"Beverages, Street Food","BTM, Chennai",0,0,4,1502,50,,,,
Habibi Falafel,https://www.zomato.com/habibifalafel,"Arabian, Beverages, Fast Food","Koramangala 1st Block, Chennai",4.2,385,4.1,2389,550,,,,
Lo!0 Low Carb & Keto Foods,https://www.zomato.com/Chennai/lo0low0carb0keto0foods0koramangala02nd0block0Chennai,"Healthy Food, North Indian, Fast Food, Desserts","Koramangala 2nd Block, Chennai",0,0,4.2,1459,150,,,,
The Firewood Pizza,https://www.zomato.com/Chennai/the0firewood0pizza0btm0Chennai,"Pizza, Fast Food, Italian, Beverages, Shake","BTM, Chennai",0,0,4,846,250,,,,
Rajasthani Taj Restaurant,https://www.zomato.com/Chennai/rajasthani0taj0restaurant0btm0Chennai,"North Indian, Chinese, Street Food","BTM, Chennai",3.4,29,3.2,3380,300,,,,
IBC (Indian Biryani Company),https://www.zomato.com/Chennai/ibc0indian0biryani0company0koramangala05th0block0Chennai,"Biryani, North Indian, Mughlai","Koramangala 5th Block, Chennai",0,0,3.7,448,300,,,,
Mughal Treat,https://www.zomato.com/Chennai/mughal0treat0hsr,"Mughlai, Chinese, North Indian, Seafood, Rolls, Kebab, Biryani, Arabian","HSR, Chennai",4,577,4,12700,800,,,,
The Ganache Factory,https://www.zomato.com/Chennai/the0ganache0factory0jayanagar0Chennai,"Bakery, Desserts","Jayanagar, Chennai",0,0,4.3,1145,200,,,,
Slay Coffee Bar,https://www.zomato.com/Chennai/slay0coffee0bar0koramangala05th0block0Chennai,"Beverages, Coffee, Bakery","Koramangala 5th Block, Chennai",3.7,40,4.3,1068,350,,,,
Gopaljee Cafe,https://www.zomato.com/Chennai/gopaljee0cafe0koramangala07th0block0Chennai,"Street Food, Beverages","Koramangala 7th Block, Chennai",3.9,45,4.1,372,500,,,,
Cake Express,https://www.zomato.com/Chennai/cake0express0hsr0Chennai,"Bakery, Desserts","HSR, Chennai",0,0,3.8,1184,300,,,,
Firangi Bake,https://www.zomato.com/Chennai/firangi0bake0koramangala01st0block0Chennai,"Italian, Mexican, Desserts","Koramangala 1st Block, Chennai",0,0,4,927,250,,,,
Mealful Rolls 0 Meals In A Roll,https://www.zomato.com/Chennai/mealful0rolls0meals0in0a0roll0koramangala06th0block0Chennai,"Rolls, Fast Food","Koramangala 6th Block, Chennai",0,0,4.1,346,200,,,,
Sri Bhagya Veg,https://www.zomato.com/Chennai/sri0bhagya0veg0bommanahalli0Chennai,"North Indian, South Indian, Chinese, Biryani, Desserts","Bommanahalli, Chennai",3.3,54,3.9,4397,300,,,,
Thottathil Food House,https://www.zomato.com/Chennai/thottathil0food0house0btm0Chennai,"Kerala, South Indian, Biryani, Shake","BTM, Chennai",3.7,175,3.5,9068,300,,,,
Amazing Kati Roll's,https://www.zomato.com/Chennai/amazing0kati0rolls0hsr0Chennai,"Rolls, Fast Food, Burger","HSR, Chennai",3.7,102,3.8,5852,300,,,,
Sendhoor Coffee,https://www.zomato.com/Chennai/sendhoor0coffee0koramangala06th0block0Chennai,"South Indian, Beverages","Koramangala 6th Block, Chennai",4.1,211,4.2,931,200,,,,
Hatti Kaapi,https://www.zomato.com/Chennai/hatti0kaapi0koramangala05th0block,"Coffee, Fast Food, Beverages","Koramangala 5th Block, Chennai",3.2,0,3.8,1713,400,,,,
Pai Vihar,https://www.zomato.com/Chennai/pai0vihar0city0market,"South Indian, Street Food, Chinese, North Indian, Biryani, Fast Food, Desserts, Beverages","City Market, Chennai",2.8,56,4.2,919,300,,,,
Awesome Foods,https://www.zomato.com/Chennai/awesome0foods0btm0Chennai,"South Indian, Biryani","BTM, Chennai",3.8,63,3.8,1413,200,,,,
Ashirvaad Grand,https://www.zomato.com/Chennai/ashirvaad0grand0btm,"Chinese, North Indian, South Indian, Biryani","BTM, Chennai",3.7,149,4.1,3211,350,,,,
Vinu Coorg Pork Hotel,https://www.zomato.com/Chennai/vinu0coorg0pork0hotel0bommanahalli0Chennai,South Indian,"Bommanahalli, Chennai",0,0,4.2,294,150,,,,
Art Of Delight,https://www.zomato.com/Chennai/art0of0delight0koramangala05th0block0Chennai,"Ice Cream, Desserts, Beverages","Koramangala 5th Block, Chennai",4.2,542,4.2,561,300,,,,
Rolls And Chicken Combos,https://www.zomato.com/Chennai/rolls0and0chicken0combos0shanti0nagar0Chennai,"North Indian, Chinese, Rolls","Shanti Nagar, Chennai",0,0,3.4,321,200,,,,
Tibetan Mother's Kitchen,https://www.zomato.com/Chennai/tibetan0mothers0kitchen0koramangala07th0block,"Tibetan, Chinese, Thai","Koramangala 7th Block, Chennai",4.2,1026,4,5643,500,,,,
Happy Belly Bakes,https://www.zomato.com/Chennai/happy0belly0bakes0mg0road,"Bakery, Desserts, Beverages","MG Road, Chennai",4.1,206,4.3,536,500,,,,
Donne Biryani,https://www.zomato.com/Chennai/donne0biryani0btm0Chennai,"Biryani, South Indian","BTM, Chennai",0,0,3.9,453,150,,,,
Taste Of Malabar,https://www.zomato.com/Chennai/taste0of0malabar0btm0Chennai,"South Indian, Chinese","BTM, Chennai",0,0,4,1606,150,,,,
Wowffles,https://www.zomato.com/Chennai/wowffles0koramangala05th0block0Chennai,"Desserts, Waffle","Koramangala 5th Block, Chennai",0,0,3.8,224,150,,,,
Babai Tiffins,https://www.zomato.com/Chennai/babai0tiffins010hsr0Chennai,South Indian,"HSR, Chennai",4,239,4.2,4577,200,,,,
Jodhpur Sweets,https://www.zomato.com/Chennai/jodhpur0sweets0jayanagar0Chennai,"Mithai, Street Food","Jayanagar, Chennai",3,39,4.2,339,200,,,,
Cravy Wings,https://www.zomato.com/Chennai/cravy0wings0koramangala07th0block0Chennai,"Burger, Fast Food, Beverages","Koramangala 7th Block, Chennai",4,225,4.4,12300,400,,,,
Ambur Star Briyani ® Since 1890,https://www.zomato.com/Chennai/ambur0star0briyani0since018900jp0nagar0Chennai,"Biryani, South Indian, Chinese, Chettinad, North Indian","JP Nagar, Chennai",3.3,43,4.1,2365,800,,,,
My Khana,https://www.zomato.com/Chennai/my0khana0koramangala07th0block0Chennai,North Indian,"Koramangala 7th Block, Chennai",0,0,3.9,1963,150,,,,
The Cake Zone,https://www.zomato.com/Chennai/the0cake0zone0bommanahalli0Chennai,Bakery,"Bommanahalli, Chennai",0,0,4.1,464,350,,,,
Chef Master,https://www.zomato.com/Chennai/chef0master0jayanagar0Chennai,"Biryani, Seafood, Kerala, North Indian, South Indian, Chinese, Beverages","Jayanagar, Chennai",3.6,122,3.7,3774,300,,,,
Malabar Bay,https://www.zomato.com/Chennai/malabar0bay0btm,"Kerala, Seafood, North Indian, Biryani, Shake","BTM, Chennai",4.2,1697,3.5,8537,800,,,,
Food Court By Kitchens@,https://www.zomato.com/Chennai/food0court0by0kitchens@0koramangala07th0block0Chennai,"North Indian, South Indian, Chinese, Mughlai, Biryani, Momos, Desserts, Beverages","Koramangala 7th Block, Chennai",0,0,3.3,55,150,,,,
Namma Madurai Militri,https://www.zomato.com/Chennai/namma0madurai0militri010jp0nagar0Chennai,"South Indian, North Indian, Chinese, Biryani","Gopalan Innovation Mall, Bannerghatta, Chennai",0,0,4.1,163,100,,,,
Chole Bhatura And Parathas,https://www.zomato.com/Chennai/chole0bhatura0and0parathas0btm0Chennai,North Indian,"BTM, Chennai",0,0,3.7,6115,200,,,,
City Durbar,https://www.zomato.com/Chennai/city0durbar0jayanagar,"North Indian, Chinese, Biryani","Jayanagar, Chennai",3.2,88,4,2614,800,,,,
The Momo Co.,https://www.zomato.com/Chennai/the0momo0co0koramangala07th0block0Chennai,"Chinese, Momos, Desserts, Beverages","Koramangala 7th Block, Chennai",0,0,3.9,39,200,,,,
Coal Spark,https://www.zomato.com/Chennai/coal0spark0hsr0Chennai,"North Indian, Seafood, BBQ, Chinese, Mughlai, Lebanese, Fast Food, Biryani","HSR, Chennai",4.3,507,3.9,3588,1000,,,,
Boss Burger,https://www.zomato.com/Chennai/boss0burger0koramangala07th0block0Chennai,"Burger, Fast Food, Desserts, Beverages, Shake","Koramangala 7th Block, Chennai",0,0,4,244,300,,,,
Ice Cafe & Lassi Shop,https://www.zomato.com/Chennai/ice0cafe0lassi0shop0btm0Chennai,"Beverages, Juices, Shake","BTM, Chennai",3.8,179,3.6,10200,200,,,,
Dhaba 0 Estd 1986 Delhi,https://www.zomato.com/Chennai/dhaba0estd019860delhi0koramangala01st0block0Chennai,"Mughlai, North Indian, Desserts","Koramangala 1st Block, Chennai",3.9,126,3.9,951,2000,,,,
Bombay Kulfis,https://www.zomato.com/Chennai/bombay0kulfis0btm0Chennai,"Ice Cream, Desserts","BTM, Chennai",0,0,4.3,15,200,,,,
Kolkata King,https://www.zomato.com/Chennai/kolkata0king0basavanagudi0Chennai,"Fast Food, Sandwich, Rolls, Ice Cream, Desserts, Beverages","Basavanagudi, Chennai",0,0,4,1672,100,,,,
Smoke House Deli Delivery,https://www.zomato.com/Chennai/smoke0house0deli0delivery0bommanahalli0Chennai,"Italian, Continental, Burger, Salad, Healthy Food, Pizza, Sandwich, Desserts","Bommanahalli, Chennai",0,0,4.3,312,500,,,,
Whhite Paani Food Chain,https://www.zomato.com/Chennai/whhite0paani0food0chain0btm0Chennai,"Street Food, Beverages","BTM, Chennai",0,0,4.2,272,50,,,,
Iyengars Bakery,https://www.zomato.com/Chennai/iyengars0bakery040jp0nagar0Chennai,Bakery,"JP Nagar, Chennai",0,1,3.9,428,300,,,,
Gorbandh Sweets & Snacks,https://www.zomato.com/Chennai/gorbandh0sweets0snacks0btm0Chennai,"Street Food, North Indian, Mithai","BTM, Chennai",3.8,158,4,9866,400,,,,
Momo Hut,https://www.zomato.com/Chennai/momo0hut0koramangala05th0block,"Chinese, Tibetan, Momos","Koramangala 5th Block, Chennai",4.1,750,3.9,1383,250,,,,
The Baker's Dozen,https://www.zomato.com/Chennai/the0bakers0dozen0koramangala05th0block0Chennai,"Bakery, Desserts","Koramangala 5th Block, Chennai",0,0,3.7,29,150,,,,
Raffaele's Ristorante Pizzeria,https://www.zomato.com/Chennai/raffaeles0ristorante0pizzeria0koramangala06th0block0Chennai,"Pizza, Italian, Beverages","Koramangala 6th Block, Chennai",4.1,139,4.1,1646,800,,,,
56 Bhoga Sweets,https://www.zomato.com/Chennai/560bhoga0sweets0hsr,"Mithai, Street Food, Sandwich, North Indian, Fast Food","HSR, Chennai",0,3,4,513,300,,,,
Haka,https://www.zomato.com/Chennai/haka0koramangala07th0block0Chennai,"Chinese, Momos","Koramangala 7th Block, Chennai",0,0,3.9,361,300,,,,
Kolkata Rolls & Fast Food,https://www.zomato.com/Chennai/kolkata0rolls0fast0food0hsr,"Rolls, Fast Food, Chinese, North Indian, Biryani, Momos","HSR, Chennai",0,0,3.4,23600,100,,,,
BOX2EAT,https://www.zomato.com/Chennai/box2eat0btm0Chennai,Biryani,"BTM, Chennai",0,0,4.2,853,200,,,,
Just Sandwiches,https://www.zomato.com/Chennai/just0sandwiches0btm,"Fast Food, Beverages, Shake","BTM, Chennai",3.3,41,4,3300,150,,,,
Copper Kitchen,https://www.zomato.com/Chennai/copper0kitchen0hsr0Chennai,"Biryani, Chinese, Chettinad, Andhra, Lebanese, Shake","HSR, Chennai",4.1,246,3.9,1124,800,,,,
Biryani Royal,https://www.zomato.com/Chennai/biryani0royal0koramangala01st0block0Chennai,Biryani,"Koramangala 1st Block, Chennai",0,0,4,1959,250,,,,
Khichdi Express,https://www.zomato.com/Chennai/khichdi0express0koramangala06th0block0Chennai,North Indian,"Koramangala 6th Block, Chennai",0,0,4,10,150,,,,
Szechuan Dragon,https://www.zomato.com/Chennai/szechuan0dragon0hsr0Chennai,"Chinese, Asian, Thai, Momos","HSR, Chennai",0,0,4,34700,200,,,,
Sri Bhagya Sagar,https://www.zomato.com/Chennai/sri0bhagya0sagar0bommanahalli0Chennai,"South Indian, North Indian, Chinese, Street Food, Mughlai, Ice Cream, Desserts, Beverages","Bommanahalli, Chennai",3,41,4,695,400,,,,
Kouzina Kafe 0 The Food Court,https://www.zomato.com/Chennai/kouzina0kafe0the0food0court0koramangala06th0block0Chennai,"Fast Food, Bakery, Desserts","Koramangala 6th Block, Chennai",0,0,3.7,34,200,,,,
Khmer Kitchen,https://www.zomato.com/Chennai/khmer0kitchen0jp0nagar0Chennai,"Asian, Sushi, Desserts, Beverages","JP Nagar, Chennai",4.1,372,4.2,451,1800,,,,
Taste Of Malabar,https://www.zomato.com/Chennai/taste0of0malabar0bannerghatta0road0Chennai,"Kerala, North Indian, Chinese, Mughlai, Arabian, Shake","Bannerghatta Road, Chennai",0,0,3.6,698,150,,,,
Southinn,https://www.zomato.com/Chennai/southinn0hsr,"South Indian, North Indian, Fast Food, Beverages, Chinese","HSR, Chennai",3.8,223,4,10800,400,,,,
Koramangala Social,https://www.zomato.com/koramangalasocial,"North Indian, Chinese, Biryani, Pizza, Salad, Kebab, Desserts, Beverages","Koramangala 7th Block, Chennai",4.5,5944,3.9,1470,1500,,,,
Roti Sabji.Com,https://www.zomato.com/Chennai/roti0sabji0com010btm0Chennai,"North Indian, Beverages, Rajasthani, Shake","BTM, Chennai",0,0,3.8,958,100,,,,
Bamey's Restro Cafe,https://www.zomato.com/bameys,"Asian, Nepalese, Momos","Koramangala 5th Block, Chennai",4.3,1001,4.3,4073,800,,,,
Sagar Fast Food,https://www.zomato.com/Chennai/sagar0fast0food0koramangala08th0block,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake","Koramangala 8th Block, Chennai",3.9,194,4.2,8667,300,,,,
